device,metric1,metric2,metric3,years
S1F13BQX,3250400,9,284933,26
S1F13BTN,36804080,7,203839,30
S1F13CBB,111931320,24,228377,30
S1F13CMG,49117192,8,193818,17
S1F13GPY,207857976,16,310652,25
S1F13H80,127592280,9,201905,22
S1F13HPP,145274168,10,201981,23
S1F13HPR,87745960,8,186379,34
S1F13HWA,211321960,13,229130,17
S1F13JW4,224013320,8,181345,17
S1F13K7S,76539088,9,201075,18
S1F13K8E,2184448,12,201246,22
S1F13KBJ,10363576,12,231998,22
S1F13KBZ,180901528,11,201648,22
S1F13KC2,194999880,10,402304,22
S1F13KF6,23845024,9,203074,26
S1F13KG3,34895800,12,232776,26
S1F13KNV,168460632,9,203977,26
S1F13KZK,236614552,10,374419,28
S1F13M9A,102446200,25,229300,28
S1F13MAM,212178256,8,223884,28
W1F00CL9,111121712,16,291932,32
W1F034ZE,213423320,7,388997,32
W1F03CRZ,27517064,9,394987,19
W1F03D4L,89061920,14,321216,19
W1F03DP4,89908840,14,316310,23
W1F03E8C,79179808,9,403783,23
W1F03Y44,4462536,4,359997,23
W1F05X69,36434816,2,197992,23
W1F06QVP,171295152,8,303374,27
W1F06RAW,228744336,2,465170,27
W1F07EWB,188854744,16,202035,27
W1F08B0G,201787824,13,246820,29
W1F08EDA,136032832,25,556944,25
W1F08J1G,1233424,7,411357,32
W1F08KX5,52549200,7,392494,32
W1F08KZW,129080016,4,379505,32
W1F08PYR,102790920,10,391891,30
W1F08RHG,176239656,25,664245,30
W1F095DW,185112632,7,399299,22
W1F097FV,77777056,6,374013,26
W1F09H4J,114670632,7,403661,26
W1F09HBX,224778952,7,384127,24
W1F09WLS,166958144,4,358515,22
W1F0A27Q,25609768,7,394231,22
W1F0AQ9Q,148834248,3,400724,22
W1F0AQDE,19883560,7,391792,29
W1F0AQGD,12866312,7,400512,21
W1F0BJ6E,240240472,4,326089,21
W1F0DXT8,636368,5,319201,21
W1F0ED5X,66210648,4,341084,21
W1F0F65G,53375296,9,219479,25
W1F0F6BN,153745136,12,227728,25
W1F0FEH7,132067440,9,203187,25
W1F0FKWW,115309184,13,190613,28
W1F0FML1,235942712,10,218564,33
W1F0FW0S,242635104,64,188250,19
W1F0FY92,86194816,12,201100,19
W1F0FYLJ,191381960,98,222314,19
W1F0FZPA,138899672,12,199580,23
W1F0G0NT,6920432,5,193394,23
W1F0G99N,210426704,22,194765,23
W1F0G9T7,27979480,10,203174,23
W1F0GCAZ,208644736,9,201374,23
W1F0GPGR,43724432,21,168788,25
W1F0H973,186665992,58,222827,25
W1F0H9RN,66050696,5,208771,25
W1F0HJWZ,67643472,63,221901,25
W1F0HNC5,96432688,59,221917,29
W1F0HPZK,49929896,7,284528,29
W1F0HR3T,101821264,22,194653,29
W1F0HSKB,236628112,16,201548,29
W1F0HT26,22642912,35,247021,29
W1F0HTQ2,219812304,13,285599,33
W1F0HYT8,214824688,15,190680,33
W1F0J7W7,152323456,95,226904,33
W1F0J9KM,94780824,9,258676,33
W1F0JA75,229555088,9,200926,33
W1F0JA9T,179036600,8,191127,21
W1F0JAZB,116343960,6,207110,21
W1F0JAZC,52074216,9,282807,21
W1F0JEB8,109761584,10,287281,29
W1F0JH87,32494240,8,202947,21
W1F0JHRJ,6855568,11,289779,21
W1F0JXDL,28936872,7,200788,21
W1F0JY02,83463288,5,198544,25
W1F0K9C1,169210328,11,288593,24
W1F0KAX2,78321120,7,280729,28
W1F0KCN8,197497776,6,296614,32
W1F0KCP2,131860552,6,283602,20
W1F0KCR5,136993360,8,190856,20
W1F0KCZ0,185803200,6,209083,27
W1F0KD20,241968944,17,217828,23
W1F0KD2K,56074936,6,207712,23
W1F0KD36,127305392,11,190197,26
W1F0KD3Y,192928304,11,452390,26
W1F0KD47,166735760,6,202984,22
W1F0KDDQ,168356840,7,208193,22
W1F0KG97,53873048,68,226087,28
W1F0KHHQ,180798056,11,287950,28
W1F0KJMC,137172784,7,208771,13
W1F0KRWP,59732992,7,292981,22
W1F0L2LC,221628592,29,250728,26
W1F0L2Q7,149158896,61,219751,23
W1F0L66L,131547448,6,173491,25
W1F0L6ZS,241804640,32,248862,21
W1F0LBD3,198475968,5,189387,21
W1F0LS71,159330248,8,282798,21
W1F0LSFS,223527600,6,195132,26
W1F0LYBN,160258648,6,208777,21
W1F0LYY0,103614008,5,236149,25
W1F0LZFB,11324904,9,189668,25
W1F0LZJX,49311896,13,447217,25
W1F0M02P,106243312,9,453179,20
W1F0M330,115812128,11,453464,21
W1F0M35B,42143520,7,244358,21
W1F0M46R,17989416,14,289973,21
W1F0M492,196641024,8,191177,25
W1F0M4BZ,109069960,8,297193,25
W1F0M6Y0,205145808,4,448908,25
W1F0MNDQ,217411632,6,190439,25
W1F0MW4S,209245144,8,185385,21
W1F0MZRT,6260136,11,250094,25
W1F0N0DC,80761912,16,219961,25
W1F0N84F,163375968,5,251446,20
W1F0NB60,129760520,11,191881,20
W1F0NBYN,191786920,6,186109,24
W1F0NF1S,218233368,11,282816,24
W1F0NNAH,117002632,10,129963,24
W1F0NZSK,66850000,35,250007,28
W1F0NZZZ,61016328,33,251920,28
W1F0P114,105642752,35,251159,28
W1F0P133,122332624,37,218613,28
W1F0P24E,51247344,33,218600,30
W1F0P2M4,231857288,20,194277,30
W1F0P2TN,73547312,12,286620,30
W1F0P33Z,143441200,14,193961,30
W1F0P37T,69719408,35,249346,30
W1F0P3FR,208458160,12,274446,21
W1F0P41T,23487424,32,250648,25
W1F0P49T,153452432,10,284572,29
W1F0P6E1,168319112,36,248939,20
W1F0PAXH,93242264,14,304951,20
W1F0PNA5,234878700,30,224801,20
W1F0Q8FH,5952784,40,220631,23
W1F0QE96,133693736,5,218176,23
W1F0QKJP,104290176,6,172697,23
W1F0QTJM,225334368,8,195984,23
W1F0R731,2574712,31,249992,24
W1F0R8W2,124954560,12,287134,24
W1F0RN8N,68544912,14,195653,24
W1F0RXV0,5131800,20,195571,24
W1F0S9SP,141486880,36,250035,19
W1F0SCL1,26032504,6,282501,19
W1F0SFJJ,65539832,10,185946,21
W1F0SGHR,208920432,35,253126,25
W1F0SJJ2,204488128,9,203494,20
W1F0SJNS,136014096,30,252068,20
W1F0SNW3,190529776,11,288824,20
W1F0SRG1,165895064,32,252330,24
W1F0SRNZ,215517088,13,202217,24
W1F0SVA7,117695648,14,194801,28
W1F0SWST,193428144,13,220596,28
W1F0SWXK,177730752,17,220539,24
W1F0T034,136549464,10,289244,24
W1F0T074,76023472,33,241910,24
W1F0T0B1,229548192,7,203810,28
W1F0T13Q,133282824,30,250186,28
W1F0T371,37507496,8,290693,28
W1F0T3AJ,102792616,9,290526,23
W1F0T3H5,114584248,7,192870,20
W1F0T3LK,127243544,30,252303,24
W1F0T474,200315328,11,300645,24
W1F0T960,227911008,37,253470,26
W1F0TA59,58643144,36,249036,26
W1F0TAEP,223805872,33,249902,22
W1F0TATM,177343608,31,206491,38
W1F0TCG0,144063464,13,243626,38
W1F0TGSS,135296424,12,283929,22
W1F0THAD,200714312,5,235832,22
W1F0THPN,5339112,21,193837,19
W1F0TJ66,61139952,90,222747,19
W1F0TK8P,146097128,9,197232,19
W1F0TQEE,170325600,7,265062,24
W1F0TXKY,182414448,10,192125,22
W1F0TYQ9,6193048,7,237888,26
W1F0V8CY,227102936,19,202572,21
W1F0VA0G,38325904,12,290577,20
W1F0VAS7,75286896,4,287859,23
W1F0VC83,82219368,9,286993,23
W1F0VDH2,242221328,35,249377,23
W1F0VDS7,231872136,15,196769,25
W1F0VF0M,149980784,13,202762,29
W1F0VFRE,40714144,12,288903,26
W1F0VJT2,155092888,12,190838,24
W1F0VJXT,177895232,12,189947,24
W1F0VKTT,43964072,9,186171,26
W1F0VKVH,19685544,10,187787,26
W1F0VL4Q,161681952,7,219696,30
W1F0VL6W,210675096,7,216950,34
W1F0VL7M,114890592,12,243636,32
W1F0VL9X,99345552,7,194209,23
W1F0VNT7,139812608,14,319901,23
W1F0VVMM,223715096,11,192031,24
W1F0VZF4,231839640,8,193496,24
W1F0VZFH,70902872,10,361249,24
W1F0W0RV,128219560,8,166683,40
W1F0W1R9,133867264,8,306406,33
W1F0W220,176675136,13,237409,17
W1F0W2BX,166790792,3,202343,22
W1F0W2DH,50572440,6,384671,17
W1F0W3GE,156564632,8,242091,21
W1F0W5AQ,61712648,13,185985,17
W1F0W5XL,92967080,6,218190,21
W1F0W63P,148461616,6,219194,31
W1F0W685,159675760,10,201579,31
W1F0W6QD,68835848,7,194188,35
W1F0W8BD,42902152,12,186507,35
W1F0W9SR,70711784,12,245819,24
W1F0WBTM,150676392,12,240177,24
W1F0WJFT,142903640,9,217819,24
W1F0WJHE,70166288,13,187479,28
W1F0WK71,100522304,6,243953,28
W1F0WKE1,215089792,8,299500,28
W1F0WKLP,49478728,6,196564,28
W1F0WKMJ,182984528,6,243038,28
W1F0WLZP,243591168,12,246585,20
W1F0WMPM,23253432,6,194794,24
W1F0WN8P,230800024,7,191519,20
W1F0WRX5,111404976,10,219605,
W1F0WW7E,210081736,13,190342,23
W1F0WZ0P,27274944,11,199963,23
W1F0X3H8,1851344,6,247484,23
W1F0X3MJ,230712720,11,216087,23
W1F0X3PH,119325712,7,190224,27
W1F0X3PR,26993960,6,224017,21
W1F0X3ZX,145200328,6,223066,25
W1F0X44B,220822312,8,202212,24
W1F0X47B,150428048,9,197460,28
W1F0X47W,234417304,12,222878,22
W1F0X4AK,86564936,6,200028,22
W1F0X4CX,161364400,13,188573,22
W1F0X4F6,15942392,12,222969,21
W1F0X4FC,83716984,7,222029,21
W1F0X4TS,160757432,11,135966,21
W1F0X4VZ,192165840,13,244150,21
W1F0X4ZX,236761448,13,298961,21
W1F0X5GW,74674520,8,243940,25
W1F0X5HV,183382440,15,217565,25
W1F0X5J5,138926024,5,191336,25
W1F0X5JF,57068688,6,199318,25
W1F0X5JV,54197784,7,186977,25
W1F0X5KA,25480456,13,220300,39
W1F0X5KT,223994632,11,190842,25
W1F0X5KX,158826304,8,166279,25
W1F0X5L3,184410856,6,385764,25
W1F0X5L8,28060720,11,224191,27
W1F0X5N2,60650376,5,190964,27
W1F0X5TL,43955064,12,217519,27
W1F0X5VA,62358304,16,218284,21
W1F0X60T,195277608,9,218765,21
W1F0X6CF,231867616,6,244532,21
W1F0X6HZ,160217320,10,190662,28
W1F0X6KZ,97524792,9,196804,16
W1F0X6SQ,64280872,11,218957,20
W1F0X6TM,58299696,7,198541,24
W1F0X6V0,222540328,11,215883,19
W1F0X6VJ,185796984,7,219693,19
W1F0X70N,115345712,13,186288,23
W1F0X711,206248208,15,217590,27
W1F0X7P2,77946096,13,219748,27
W1F0X7PR,17103672,9,191344,21
W1F0X7QX,217526600,12,220427,20
W1F0XKWR,138152792,7,30,24
W1F0Y13C,111803496,4,185772,28
W1F0Y2PY,120885640,5,182050,
W1F0YJ6K,8906464,7,30,20
W1F0YKBQ,69975672,8,24,27
W1F0YKEW,103422392,23,45,23
W1F0Z1W9,26674136,12,218542,27
W1F0Z2JE,196077776,12,265225,25
W1F0Z3FW,213706240,8,211670,25
W1F0Z3G1,28804512,14,236610,29
W1F0Z3KR,135856408,7,119375,22
W1F0Z491,30444520,7,383675,23
W1F0Z4AY,41194088,7,187008,26
W1F0Z4CF,39765080,9,386234,26
W1F0Z4EA,225077832,6,246340,25
W1F0Z4SP,85661368,8,192925,20
W1F0Z4W7,176759768,10,388409,20
W1F0Z4X0,92336136,7,375195,22
W1F0Z4X2,91330160,8,297736,22
W1F0Z569,73230152,8,242824,22
W1F0Z56F,93773840,10,387940,27
W1F0Z588,43259936,6,236785,22
W1F0Z5T8,36493928,9,235927,22
W1F0Z62G,146921024,9,193237,21
W1F0ZDTJ,85718352,7,199543,27
W1F0ZG5V,37622456,8,385908,21
W1F0ZJK8,13514960,8,188057,21
W1F0ZK0H,158806984,8,190395,21
W1F0ZVD8,106707600,14,316553,25
W1F10Y8K,20048688,9,189473,26
W1F111C6,99391552,10,407057,26
W1F111N7,164038560,8,188569,26
W1F111Q7,167730080,12,405557,26
W1F11CR1,23206800,9,407722,22
W1F11FCC,233486568,6,286370,22
W1F11JQW,119270200,9,405866,26
W1F11ZG9,235768016,2,322126,26
W1F1230J,212033256,14,310378,23
W1F12JLS,102604392,16,317538,25
W1F12JRF,214072672,6,200799,31
W1F12KWT,129360344,6,198266,29
W1F1335J,131781096,9,285618,22
W1F133A0,122237064,10,202996,23
W1F1354W,150199256,8,210341,26
W1F13B09,43907688,8,409476,21
W1F13SJ7,80884176,10,29,30
W1F13SRV,190600960,7,26918,30
W1F14FS4,45200064,5,225593,30
W1F14GTK,153150544,20,317976,27
W1F14GWF,141909088,7,286541,24
W1F14H94,181769512,23,228385,24
W1F14HAQ,116697264,9,408410,24
W1F14N6K,122678720,14,322562,24
W1F14NBM,9299496,14,220990,24
W1F14NE5,58787288,9,357205,28
W1F14XGD,28623072,12,203785,28
W1F14XK6,138564504,10,406269,28
W1F15NRT,62248232,9,408449,28
W1F15P5S,81204176,8,187983,28
W1F15S4D,133483488,6,97732,32
W1F16RA7,22655008,11,188257,32
W1F17D9Z,222092272,10,190445,32
W1F17DKS,57188960,11,199769,32
W1F17E35,146790824,10,203380,32
W1F17GR6,208889544,12,133337,32
W1F17RLV,63164560,9,203112,24
W1F181WP,216598400,24,46,24
W1F18TKX,202458744,11,188732,28
W1F18YT8,141392056,12,229086,19
W1F19BPT,107546312,23,45,19
W1F19J5Q,191984760,8,231512,23
W1F19LPJ,57728776,12,231701,23
W1F1A4H9,90728000,5,18,27
W1F1AN6A,141813576,11,39,19
W1F1AQ6G,3240400,5,12,28
W1F1ARYY,162030352,8,265104,25
W1F1B0KF,233595456,10,2050,24
W1F1BAE6,36440384,9,21,32
W1F1BFHS,37264472,7,25,27
W1F1BFMS,26187544,13,42,29
W1F1BFP5,189280208,8,139874,20
W1F1BFRJ,234245392,13,42,20
W1F1BFZT,131934424,10,29,20
W1F1BG0P,196985504,9,27,25
W1F1BG4H,65506552,11,35,23
W1F1BGAB,165821216,8,26,23
W1F1BQNS,12003328,9,284977,23
W1F1BQTN,69069712,9,201860,23
W1F1BRM3,61373224,9,223043,27
W1F1BS0H,131126984,14,269742,27
W1F1BS9T,49820424,12,232094,27
W1F1BTB2,235818048,16,320677,27
W1F1BW8W,70139448,12,231515,31
W1F1BZTM,186508520,13,42,31
W1F1C0R9,134985200,11,204252,31
W1F1C51R,149788136,10,412064,31
W1F1C9HM,48935864,7,25,35
W1F1C9TE,10607328,10,7489,35
W1F1C9WG,132640232,13,42,35
W1F1CA72,73862816,8,26,35
W1F1CAKS,58134472,8,24,19
W1F1CB5E,207250984,9,25,24
W1F1CCGF,34624768,10,29,26
W1F1CDDP,40871864,8,190301,26
W1F1CDRE,37282984,7,19,23
W1F1CHY9,122521864,20,278177,19
W1F1CHZK,1899880,8,264731,19
W1F1CJ1K,142882736,9,201016,23
W1F1CJ27,74723400,12,229296,23
W1F1CJ3G,26408912,8,212919,27
W1F1CJKT,10420984,8,264132,27
W1F1CJXM,208905424,7,197710,27
W1F1CK1V,75895696,13,230497,24
W1F1CK5G,208449352,11,203357,28
W1F1CKB5,9315408,9,200786,32
W1F1CKJZ,108178032,9,189270,36
W1F1CKKW,139985056,16,308784,21
W1F1CKSX,197790464,9,286165,25
W1F1CKXZ,207546656,12,220916,31
W1F1CL1K,225541136,17,324361,33
W1F1CL8Q,58769784,11,231230,22
W1F1CLBY,43991008,9,186872,22
W1F1CLED,209642024,9,406786,24
W1F1CLH3,128679160,9,203039,28
W1F1CLJG,44141192,8,230936,28
W1F1CLNF,93259176,11,238113,34
W1F1CM57,153981104,5,18,38
W1F1CM7H,172084336,12,40,25
W1F1CM93,950480,12,40,25
W1F1CMCY,63466048,5,19156,29
W1F1CMFD,105982264,5,18,29
W1F1CMG4,74436632,5,18,19
W1F1CMJW,163540368,5,19,33
W1F1CMVG,229732416,10,28,18
W1F1CMVW,152597496,13,42,23
W1F1CNV3,89713248,9,27,27
W1F1CZLY,104843504,11,202109,33
W1F1D899,26166728,7,197300,19
W1F1D8GZ,154199848,10,407930,19
W1F1D93M,12914680,7,197720,23
W1F1D99S,161383816,9,188887,23
W1F1DA55,95167720,13,42,28
W1F1DABR,164633032,10,27,28
W1F1DN0Y,100750936,24,229614,32
W1F1DN3S,143568672,11,203663,22
W1F1DNYH,90134352,11,201265,22
W1F1DPSA,77156568,11,35,22
W1F1DQ6A,188115112,5,18,23
W1F1DQJD,162932792,4,8,25
W1F1DQN8,143914744,10,27,43
W1F1DQQT,5144056,9,27,17
W1F1DQR9,142588816,8,26,23
W1F1DX8D,211892168,25,238418,22
W1F1FHEK,92109616,13,42,22
W1F1FZ8B,145603232,11,34,
W1F1GLFN,22911368,5,220045,21
W1F1GMWX,100851824,6,23,21
W1F1MRP9,235551912,6,212660,21
W1F1MTM2,163627760,6,264743,29
W1F1N4CT,80950040,8,286794,22
W1F1N6V6,146617056,6,225646,
W1F1NS0C,117900496,6,224556,25
W1F1NSHB,129287896,7,276534,
W1F1NTWG,180451696,8,262409,19
W1F1Q5EF,114755096,4,153052,34
W1F1ZVME,156878008,37,276774,38
Z1F02KDL,47277192,7,264574,25
Z1F02MRX,71022720,5,212024,25
Z1F02NBQ,136676744,5,217110,33
Z1F04CA7,129833888,5,191468,23
Z1F04GCH,197984656,13,288746,27
Z1F06WA0,225822640,9,380405,23
Z1F0AHAT,95845184,8,242793,19
Z1F0AM4J,212351232,4,310458,29
Z1F0B4XZ,231662616,10,262404,27
Z1F0BA45,174452928,8,380778,17
Z1F0BF9X,168914992,12,197041,25
Z1F0CBSH,31519440,5,317358,19
Z1F0CRT8,94484960,10,285650,27
Z1F0D8DV,109650360,5,401458,23
Z1F0DZAQ,50282968,18,202514,23
Z1F0E1CS,38941400,10,288677,27
Z1F0E2J2,226193760,13,195843,27
Z1F0E74T,173055360,5,187220,23
Z1F0EWVK,1953504,36,273659,23
Z1F0FAZJ,191648744,5,264440,27
Z1F0FSBY,230890328,5,185017,27
Z1F0G55J,222420232,38,249532,31
Z1F0GB8A,190081232,6,204013,31
Z1F0GE1M,29540480,7,200071,18
Z1F0K451,132238952,7,272077,22
Z1F0KJDS,115410496,8,202518,20
Z1F0KKN4,35512352,6,199741,
Z1F0KQWF,196374512,12,288862,22
Z1F0KSLS,21826616,66,226821,22
Z1F0KZ3H,174180280,13,192781,22
Z1F0L2VS,62045064,94,224024,26
Z1F0L3BL,9388408,6,281844,26
Z1F0L4J2,152622792,10,209592,27
Z1F0L4S8,90185800,6,207648,24
Z1F0L4T5,3700632,10,319013,24
Z1F0L4Y0,215312256,7,208287,28
Z1F0L55E,39043016,6,203564,28
Z1F0L613,200573672,60,221489,30
Z1F0L6BY,136101104,60,222236,27
Z1F0L6DJ,128949152,63,222656,27
Z1F0L78Z,33676872,6,209227,31
Z1F0L7M8,78985648,6,207285,31
Z1F0L7NS,228634368,7,209510,23
Z1F0L7NZ,96750872,8,207518,23
Z1F0L7PX,129031392,11,283916,25
Z1F0LB4J,96039120,7,282451,25
Z1F0LBBG,180167448,6,292619,25
Z1F0LBT6,221955608,6,202905,27
Z1F0LCDA,66805216,6,196578,20
Z1F0LH2M,231249736,8,431255,20
Z1F0LH7B,110897576,10,435107,20
Z1F0LH7E,163169928,5,201788,24
Z1F0LJTD,168864616,5,207036,24
Z1F0LKBP,95731648,5,150304,24
Z1F0LKEE,187148464,10,448063,20
Z1F0LKMJ,65740072,10,447284,20
Z1F0LKWC,242958960,9,438748,29
Z1F0LKX4,4543696,10,439340,21
Z1F0LL7D,131663448,8,282179,25
Z1F0LLED,51357480,7,282870,25
Z1F0LLFY,110763840,58,222286,25
Z1F0LLKC,29446528,78,223477,37
Z1F0LLKR,114936392,9,444001,32
Z1F0LLPJ,207346672,8,450318,31
Z1F0LLPS,33982840,9,446212,21
Z1F0LLWH,16377392,6,202945,22
Z1F0LM11,203888576,8,283237,22
Z1F0LM6T,130831856,10,451941,18
Z1F0LNQB,208315624,9,439587,22
Z1F0LQGS,42074232,7,285199,19
Z1F0LQMH,120857688,7,208014,19
Z1F0LR8G,63536128,6,202906,19
Z1F0LRLQ,105573232,12,287395,19
Z1F0LSHN,126061408,12,289919,22
Z1F0LSNM,126284272,6,207439,26
Z1F0LSNZ,162400152,6,286456,30
Z1F0LSPT,75543840,7,284424,22
Z1F0LSQ2,27765256,6,202989,22
Z1F0LSQ4,87330792,7,294204,22
Z1F0LSXW,14976792,7,282488,22
Z1F0LT0S,55412648,6,295071,21
Z1F0LT3Y,126754752,9,436282,25
Z1F0LT4K,238155904,6,198366,21
Z1F0LT6P,208342792,7,176832,25
Z1F0LT6Z,114604784,5,195639,29
Z1F0LTAV,126061144,22,164663,26
Z1F0LV8X,54173472,7,296044,26
Z1F0LV93,92510200,9,447708,26
Z1F0LVEM,98644376,57,222321,26
Z1F0LVGY,156646712,7,296436,26
Z1F0LVL5,2624008,10,449862,26
Z1F0LVPW,9960800,7,282494,22
Z1F0M0TV,70372496,22,203056,26
Z1F0M0XP,56138296,10,291264,23
Z1F0M7QD,90349632,15,193693,25
Z1F0MA1S,179282096,7,199712,25
Z1F0MBGF,184414088,57,222195,29
Z1F0MCCA,124544888,12,310329,33
Z1F0MM43,146475072,15,251236,33
Z1F0MP8Q,76293872,6,240104,35
Z1F0MQJ2,94612848,17,195470,35
Z1F0MR6M,94264032,13,286587,39
Z1F0MRPJ,22080880,8,201868,39
Z1F0MSSJ,121464608,11,289080,27
Z1F0MTFT,122345440,12,249832,27
Z1F0MWE7,1428920,13,288305,22
Z1F0MXFY,31362960,10,221540,28
Z1F0MYCF,238890712,10,289297,23
Z1F0MYEL,82501144,36,251676,22
Z1F0N11J,186102488,15,196438,29
Z1F0N2WV,164497856,20,194981,31
Z1F0N5AD,219594840,68,222056,31
Z1F0N7VR,209254488,9,220097,20
Z1F0N8QM,226218272,3,198052,24
Z1F0NVZA,133193352,10,188056,28
Z1F0P16F,106950248,7,267979,25
Z1F0P5D9,188595072,29,248185,25
Z1F0PSHD,25025272,36,249053,34
Z1F0Q8RT,93536528,8,186624,34
Z1F0Q9H0,138519072,31,249727,37
Z1F0QGSE,76574440,30,251627,15
Z1F0QGWP,80789976,12,251151,24
Z1F0QH0C,170063632,7,202307,20
Z1F0QH7R,215508776,12,289874,20
Z1F0QHG2,142599600,22,195979,24
Z1F0QK05,150675000,8,200350,24
Z1F0QK7Z,108824136,20,170180,24
Z1F0QKA2,74193272,20,171193,24
Z1F0QKEW,237223344,20,202241,21
Z1F0QKGH,147648088,13,249575,33
Z1F0QKMV,99235424,10,287778,29
Z1F0QL3N,241237856,9,203947,23
Z1F0QLC1,109075808,7,200777,21
Z1F0QLC7,135420232,64,186962,25
Z1F0QQ5F,138974808,12,286360,
Z1F0QSB1,123822848,20,200415,
Z1F0QZJB,11008008,10,287217,
Z1F0R8FZ,146566000,13,171478,15
Z1F0R8QZ,198606944,95,225932,19
Z1F0R9TM,180635792,19,196698,25
Z1F0RGNJ,2192000,20,197144,19
Z1F0RGQV,21175952,89,217276,19
Z1F0RL5B,30447080,14,173050,19
Z1F0VJ8V,177655464,15,40,19
Z1F0VNSW,40673784,5,191302,23
Z1F0W23J,29479528,8,409092,23
Z1F0WPTF,230804232,10,34,23
Z1F0WVLC,33624696,5,155008,25
Z1F0ZCPW,49071344,8,165013,32
Z1F118C9,5556176,5,229326,29
Z1F11B2R,95922088,5,331498,27
Z1F11BHF,169944192,5,214172,27
Z1F11RAE,190128936,8,238029,31
Z1F11SL0,226471792,8,178580,21
Z1F11SYE,103890264,7,185655,21
Z1F130LH,154798848,24,238662,25
Z1F1473X,24977216,8,226842,25
Z1F1479Y,146371072,8,187252,25
Z1F147WQ,229258952,8,156705,25
Z1F148T1,193955672,8,184168,29
Z1F14BGY,89803024,8,192326,25
Z1F14F5V,56470792,8,211790,22
Z1F14Z4F,161128800,8,206265,17
Z1F151C1,172842736,7,248816,24
Z1F156MQ,229158168,2,163781,25
Z1F15HYM,240349896,7,214197,25
Z1F15VY4,147003136,4,202792,25
Z1F161QC,11149904,4,242422,
Z1F1632F,12852168,4,239623,23
Z1F1652D,92316368,8,193523,35
Z1F1653X,197862728,8,175197,39
Z1F16BR1,141013624,6,155241,43
Z1F16G31,85360504,4,373005,33
Z1F16LDN,172952728,8,228093,42
Z1F17XPD,57638056,2,200988,35
Z1F17YTD,239010240,3,201277,27
Z1F17Z3N,112973880,1,176333,19
Z1F17ZCN,208565584,3,195473,19
Z1F18YB3,236503600,8,230295,19
Z1F18YST,92021320,8,211697,22
Z1F1901P,57512392,8,224684,22
Z1F19ENW,178263064,6,19,22
Z1F19KMH,173753752,14,43,23
Z1F19QH0,119957536,15,44,19
Z1F19QM3,107289704,7,95477,21
Z1F19TP2,126447608,9,27,24
Z1F19TVX,67636672,11,88839,24
Z1F19VF5,237475104,9,217,28
Z1F1A0CJ,225157768,7,275827,28
Z1F1A0LM,33973104,7,232985,28
Z1F1A0RP,21473168,7,183678,32
Z1F1A1HH,18395624,7,211854,32
Z1F1A7MG,114658000,7,94924,32
Z1F1A83K,73869272,11,27,21
Z1F1AD0M,177196888,21,221775,21
Z1F1AF54,39543008,7,19,21
Z1F1AFF2,78978896,12,36,21
Z1F1AFT5,16379920,7,20,20
Z1F1AG5N,79444248,6,19,20
Z1F1AGLA,92008528,8,240768,24
Z1F1AGN5,192842360,8,273647,24
Z1F1AGW1,215848672,7,282454,24
Z1F1B6H4,143417112,7,18,28
Z1F1B6NP,232757560,11,28,28
Z1F1B799,178287352,14,42,28
Z1F1CZ35,85798904,7,212321,32
Z1F1FCH5,106845216,7,217458,32
Z1F1FZ9J,242058976,5,208105,36
Z1F1HEQR,68386720,4,164891,36
Z1F1HSWK,130088592,5,359638,36
Z1F1Q9BD,177791880,7,227087,25
Z1F1R76A,22443248,6,317656,25
Z1F1RE71,193813840,3,184247,24
Z1F1RJFA,42396272,4,315254,16
Z1F1VMZB,103791096,5,189215,16
Z1F1VQFY,63646656,6,226589,16
Z1F26YZB,234190248,1,274150,20
Z1F282ZV,200890168,1,174183,17
Z1F2PBHX,188059992,4,148008,21
S1F01085,128073224,6,407439,17
S1F0166B,82195688,6,403175,17
S1F01E6Y,236917296,12,241264,21
S1F01JE0,235473648,6,410188,21
S1F01R2B,127529600,15,314088,21
S1F01TD5,35794744,6,413537,21
S1F01XDJ,45476376,8,406531,28
S1F023H2,204752808,19,497559,19
S1F02A0J,4263992,14,312779,23
S1F02DZ2,146690488,9,408042,35
S1F02EVN,220410128,7,388247,16
S1F02L38,46716704,2,219281,20
S1F02MGA,237306240,6,399346,19
S1F02P76,113919680,11,301976,31
S1F02VAX,122926824,3,380660,20
S1F02WFT,34501264,11,249515,20
S1F0318A,71804536,9,394890,20
S1F0322R,47212984,9,411557,23
S1F0330P,52813352,14,298063,27
S1F035SJ,159990336,9,389731,33
S1F0377V,96497728,14,321995,18
S1F039FE,36319600,4,394887,21
S1F03RV3,235690992,8,262037,21
S1F03YZM,118494816,7,203215,25
S1F044ET,211125168,5,230748,25
S1F049RX,99788312,7,395958,29
S1F04DH8,187361984,16,325260,29
S1F04KSC,243217648,3,339302,24
S1F04MVQ,188211328,4,367292,24
S1F04R7Y,2568544,7,398772,28
S1F04TS4,81974592,6,385460,28
S1F04Y6C,41868176,3,389013,28
S1F059G0,141016496,3,399294,32
S1F05AFP,64821800,3,378148,32
S1F05B1Q,176824512,4,387481,23
S1F05NAJ,185204952,4,340050,23
S1F05P51,239424392,5,334607,23
S1F05P5Z,32940272,4,335104,23
S1F06E04,43297168,5,375985,22
S1F06F7K,59332624,4,383163,20
S1F06R6W,226456048,2,397828,27
S1F06ZX2,179274528,9,407846,27
S1F08R94,243616720,4,329070,31
